cluster,age,balance,education,job_income,marital_married,marital_single,default_yes,housing_yes,loan_yes
0,-0.13196042822185258,-0.4926202111204203,-0.06668499383204023,0.01369627894370061,-0.1067210904344422,0.022992086328867383,7.380624609875634,-0.04446987488003254,0.5700369404338569
1,-0.686166592925989,-0.013991825623211745,0.2279364273322928,0.05391899293293231,-1.229691389078693,1.5586650769949109,-0.1354898877612542,-0.03156926286137587,-0.09654140138429744
2,0.27951555663155053,0.018312769329918765,-0.09000644021268459,-0.022049989522435597,0.49758398755970373,-0.6278097408534037,-0.1354898877612542,0.013848557589736672,0.024173509990870166
