cluster,size,silhouette_score,centroid_age,centroid_balance,centroid_education,centroid_job_income,centroid_marital_married,centroid_marital_single,centroid_default_yes,centroid_housing_yes,centroid_loan_yes
0,815,0.5456770439227865,-0.13196042822185258,-0.4926202111204203,-0.06668499383204023,0.01369627894370061,-0.1067210904344422,0.022992086328867383,7.380624609875634,-0.04446987488003254,0.5700369404338569
1,12739,0.3372355687976394,-0.686166592925989,-0.013991825623211745,0.2279364273322928,0.05391899293293231,-1.229691389078693,1.5586650769949109,-0.1354898877612542,-0.03156926286137587,-0.09654140138429744
2,31657,0.23302468029216716,0.27951555663155053,0.018312769329918765,-0.09000644021268459,-0.022049989522435597,0.49758398755970373,-0.6278097408534037,-0.1354898877612542,0.013848557589736672,0.024173509990870166
